"id","idcircu","idlabel","electores","participacion","mesascircuito","pJXC","pFDT","pFIT","pLib","pjxccircu","pfdtcircu","plibcircu","pfitcircu","zdifjxc","zdiffdt","zdiflib","zdiffit","atipicas","atipicajxc","atipicafdt","atipicalib","atipicafit"
"0203200179000012X","0203200179","PBA",350,72.86,34,44.71,36.08,3.14,10.2,47.01,40.02,4.57,2.11,-0.508669814403895,-0.791895970566537,3.25676431245383,1.17024788936207,1,0,0,1,0
"0203400491000058X","0203400491","PBA",350,77.71,92,23.7,4.07,8.15,3.7,28.4,47.87,5.85,7.99,-1.09448790374974,-6.860728622977,-1.45160239947529,0.0895030856528335,1,0,1,0,0
"020340491A000131X","020340491A","PBA",350,72.29,30,7.11,51.38,5.53,5.93,22.41,55.1,5.46,6.78,-3.52111730142839,-1.0469014115824,0.303431182951912,-0.626492569240597,1,1,0,0,0
"0203500773000040X","0203500773","PBA",350,72.29,79,35.2,33.2,12.4,7.6,34.08,38.48,9.57,6.75,0.272187877344897,-1.1205763228268,-0.72579353001532,3.05999172646165,1,0,0,0,1
"0203500774000388X","0203500774","PBA",350,45.14,147,1.28,55.13,8.97,17.31,42.43,31.59,9.66,5.79,-6.28842559420648,4.10844656230483,3.14639730472514,1.64414966508479,1,1,1,1,0
"020350773A000122X","020350773A","PBA",350,72,183,25.6,41.6,14.4,8.8,30.19,45.26,7.99,6.96,-0.988439642364396,-0.700177905621104,0.369867926659384,3.95716345272838,1,0,0,0,1
"020350773A000162X","020350773A","PBA",350,73.14,183,20.4,62.8,4.8,5.2,30.19,45.26,7.99,6.96,-2.10824054438942,3.35549739469786,-1.2739895251601,-1.14885390563082,1,0,1,0,0
"020350773B000281X","020350773B","PBA",350,73.43,65,32.3,42.41,7.78,5.06,22.02,55.22,5.65,5.99,3.02144948206475,-2.76070301951792,-0.300739950917273,1.02752827856524,1,1,0,0,0
"020350773B000329X","020350773B","PBA",104,74.04,65,16.88,49.35,12.99,10.39,22.02,55.22,5.65,5.99,-1.51072474103238,-1.2650528278353,2.41611418194555,4.01826701114898,1,0,0,0,1
"0203600288000410X","0203600288","PBA",350,74.29,76,38.22,41.31,5.02,7.34,48.28,28.13,8.68,6.87,-2.32644030759484,3.09050561776281,-0.654269942630318,-1.18236920992634,1,0,1,0,0
"0203600291000588X","0203600291","PBA",350,68.86,43,36.1,4.98,46.89,8.3,43.3,30.14,9.27,8.14,-1.16311139542779,-4.09360392310376,-0.416341477808757,6.10805947640843,1,0,1,0,1
"0203600291000592X","0203600291","PBA",350,48.86,43,13.04,47.2,14.91,11.8,43.3,30.14,9.27,8.14,-4.88829872578403,2.77571076820947,1.08592158644965,1.06713710078155,1,1,0,0,0
"020360286A000037X","020360286A","PBA",350,71.71,82,23.29,49.8,14.06,6.02,22.79,51.76,6.56,7.72,0.135509902367266,-0.501221291004129,-0.303992505843339,3.44117310168744,1,0,0,0,1
"020360288B000507X","020360288B","PBA",350,72.86,80,22.22,46.03,8.73,12.3,28.88,45.25,6.42,7.88,-1.7849321530327,0.187470490194409,3.0977503634099,0.446345756028885,1,0,0,1,0
"020360288B000528X","020360288B","PBA",350,94,80,18.52,31.79,3.4,4.01,28.88,45.25,6.42,7.88,-2.77656112693976,-3.23506768976505,-1.26965618636358,-2.3525046905993,1,0,1,0,0
"020360288B000558X","020360288B","PBA",191,76.44,80,32.39,53.52,2.11,2.82,28.88,45.25,6.42,7.88,0.940707486057776,1.98766788962533,-1.89658185514892,-3.0299000144549,1,0,0,0,1
"020360291A000605X","020360291A","PBA",350,70.57,58,23.36,55.74,5.74,4.51,33.3,42.76,6.53,7.81,-2.93292640718816,3.2232169228044,-1.2355203756187,-1.02672372713737,1,0,1,0,0
"0203800302000048X","0203800302","PBA",350,73.43,292,24.21,43.25,14.29,7.54,29.43,44.58,7.3,7.94,-1.01397701866405,-0.262345665972008,0.131821149998562,3.39453763420284,1,0,0,0,1
"0203800302000107X","0203800302","PBA",350,40.86,292,2.1,55.24,11.89,13.99,29.43,44.58,7.3,7.94,-5.30881071266063,2.10271037538467,3.6745145562099,2.1115627803309,1,1,0,1,0
"0203800302000123X","0203800302","PBA",350,73.14,292,44.92,29.3,6.64,7.42,29.43,44.58,7.3,7.94,3.00890881592071,-3.01401637297165,0.0659105749992808,-0.694944712513968,1,1,1,0,0
"0203800302000162X","0203800302","PBA",350,69.14,292,45.87,27.69,6.2,7.85,29.43,44.58,7.3,7.94,3.19344486337873,-3.33159270546408,0.30209013541337,-0.930156769057157,1,1,1,0,0
"020380302B000502X","020380302B","PBA",139,76.26,65,9.43,57.55,12.26,5.66,19.88,53.45,6.67,8.17,-3.02048388032064,1.06205018165445,-0.632376110308846,2.02061443511322,1,1,0,0,0
"020380302D000642X","020380302D","PBA",350,74,50,18.97,47.83,18.97,5.93,22.43,48.62,6.76,8.66,-0.841836014171726,-0.141823880589133,-0.434677792940601,4.18213688593314,1,0,0,0,1
"020380302E000668X","020380302E","PBA",350,66.57,129,21.12,44.4,10.78,13.36,21.29,50.57,6.56,8.7,-0.0475274561035572,-1.2847036282696,3.72936835506179,0.993346149596747,1,0,0,1,0
"020380302E000702X","020380302E","PBA",350,65.71,129,22.61,46.96,16.09,6.52,21.29,50.57,6.56,8.7,0.369036717980566,-0.751666142310089,-0.0219374609121282,3.52924425265383,1,0,0,0,1
"020380302E000730X","020380302E","PBA",350,73.14,129,22.27,39.06,6.64,13.28,21.29,50.57,6.56,8.7,0.273981805773451,-2.39658650913826,3.68549343323753,-0.983794744312163,1,0,0,1,0
"020380302E000771X","020380302E","PBA",350,53.43,129,9.09,59.89,11.23,6.42,21.29,50.57,6.56,8.7,-3.41079390860826,1.94058959732134,-0.0767811131924484,1.20825276849989,1,1,0,0,0
"020380302F000788X","020380302F","PBA",350,44.29,17,48.63,8.22,10.27,10.27,23.26,47.45,7.33,7.9,3.65274442694852,-3.74977597594182,1.43929953761295,1.01204968889525,1,1,1,0,0
"020380303A000840X","020380303A","PBA",100,72,27,37.5,36.11,5.56,8.33,22.55,52.37,6.47,7.3,3.7375341410928,-3.19498711761523,1.03840608626739,-1.29268513514739,1,1,1,0,0
"0204700340000047X","0204700340","PBA",350,70.57,53,59.92,15.38,5.67,9.72,55.28,25.35,4.2,5.02,0.991458321357292,-2.36016535675539,3.43901142843682,0.411116837159703,1,0,0,1,0
"0205000364000106X","0205000364","PBA",350,71.43,369,60.73,15.38,6.48,10.12,41.42,29.09,8.28,6.3,3.36457336599851,-2.68230778864159,0.887245104537047,0.0971311933113146,1,1,0,0,0
"0205000364000141X","0205000364","PBA",350,46,369,53.21,3.85,7.69,12.82,41.42,29.09,8.28,6.3,2.05428896867542,-4.93810711782011,2.18918085575989,0.750068659459594,1,0,1,0,0
"0205000364000221X","0205000364","PBA",350,70.86,369,39.33,21.34,11.72,14.64,41.42,29.09,8.28,6.3,-0.364161488085805,-1.51625713799944,3.06678199176936,2.9247281541518,1,0,0,1,0
"0205000367001184X","0205000367","PBA",350,71.14,199,53.25,14.63,9.35,14.23,57.34,21.48,8.29,5.48,-1.07619237520034,-2.14111852458084,3.07204853170388,2.56573618287149,1,0,0,1,0
"0205000367001291X","0205000367","PBA",350,68.57,199,68.78,17.3,4.64,6.75,57.34,21.48,8.29,5.48,3.01018111791976,-1.30655115806539,-0.796457026738042,-0.556903977677533,1,1,0,0,0
"0205000369001421X","0205000369","PBA",122,74.59,22,33.33,44.44,4.44,10,41.11,29.71,9.1,5.5,-1.754979926729,3.21706072925269,0.284591610227969,-0.711659533654536,1,0,1,0,0
"0205000370001444X","0205000370","PBA",350,44.86,52,43.71,10.6,9.93,12.58,40.18,30.65,9.01,6.71,0.84497597062197,-4.16328341907834,1.65115179667033,,1,0,1,0,0
"020500365A000480X","020500365A","PBA",350,71.14,55,27.31,20.48,6.83,10.44,31.45,34.88,6.9,6.38,-0.994151363432338,-3.3147625061443,1.82088828394452,0.258833446048613,1,0,1,0,0
"020500365D000606X","020500365D","PBA",350,42.29,47,12.06,43.97,9.93,9.22,34.74,32.15,7.54,6.38,-4.23279829369255,3.1275781206199,0.878980061385632,1.61793670600273,1,1,1,0,0
"020500366A001023X","020500366A","PBA",350,56.86,159,33.33,36.36,6.57,7.58,50.87,25.35,7.91,6.48,-4.21310587341618,3.32892956165647,-0.162737802615215,0.0564078194679212,1,1,1,0,0
"0205100374000028X","0205100374","PBA",350,88.29,239,26.95,33.77,30.19,1.3,39.12,36.95,5.91,6.11,-2.65448171164624,-0.715905197263492,-2.61058407091518,9.93486398209117,1,0,0,0,1
"0205100374000062X","0205100374","PBA",350,68.29,239,53.85,27.35,3.85,5.98,39.12,36.95,5.91,6.11,3.21286077342228,-2.16122323702186,0.0396401051982784,-0.932424941840782,1,1,0,0,0
"0205100374000088X","0205100374","PBA",350,83.14,239,39.45,26.99,18.69,6.23,39.12,36.95,5.91,6.11,0.0719785509320685,-2.24226910841018,0.181211909477844,5.19022379130843,1,0,0,0,1
"0205200377000125X","0205200377","PBA",350,69.71,101,60.17,13.69,4.98,10.37,44.98,30.94,8.56,6.58,2.85823068392737,-3.20066358256609,0.844940265440319,-0.929946007453123,1,0,1,0,0
"0205200379000466X","0205200379","PBA",350,52.57,63,9.44,47.22,11.67,20,41.62,33.96,8.55,6.91,-4.92782160687388,2.62617437817157,4.76883190271514,2.34389254472413,1,1,0,1,0
"0205200381000566X","0205200381","PBA",350,73.71,131,49.61,26.77,5.12,9.45,33.68,41.47,8,6.8,3.16776010006122,-2.66807292262186,0.690661112700648,-1.04154427856582,1,1,0,0,0
"0205200381000645X","0205200381","PBA",350,72.86,131,38.31,28.23,7.66,14.92,33.68,41.47,8,6.8,0.920698635485466,-2.40308064595329,3.29612062061275,0.533171475932501,1,0,0,1,0
"0205200388000814X","0205200388","PBA",350,74.86,205,52.9,24.71,6.56,9.27,29.52,45.19,7.24,7.02,4.82943528960923,-3.71264534148513,1.06828461800829,-0.262335026353845,1,1,1,0,0
"0205200388000890X","0205200388","PBA",350,67.14,205,25.65,41.3,8.7,13.04,29.52,45.19,7.24,7.02,-0.799397543660725,-0.705185077069196,3.05224176573796,0.958093139727086,1,0,0,1,0
"0205200388000909X","0205200388","PBA",350,91.43,205,34.38,25.94,3.75,6.25,29.52,45.19,7.24,7.02,1.00389458971347,-3.48966908318304,-0.520986094496652,-1.86485986125451,1,0,1,0,0
"0205200388000953X","0205200388","PBA",350,74.29,205,33.07,35.83,6.69,12.99,29.52,45.19,7.24,7.02,0.733297488370949,-1.69679494122562,3.02592933672298,-0.188196866732106,1,0,0,1,0
"020520377A000204X","020520377A","PBA",350,74.29,155,43.24,25.48,12.36,6.95,34.1,41.06,7.82,7.01,1.56871267104605,-2.56564936032788,-0.436369917278354,3.16062937878148,1,0,0,0,1
"020520377A000255X","020520377A","PBA",350,68.29,155,54.01,18.99,8.02,10.13,34.1,41.06,7.82,7.01,3.41718482281475,-3.6343954674221,1.15863736656666,0.596679564966224,1,1,1,0,0
"0205300397000027X","0205300397","PBA",350,44.29,155,9.93,55.63,8.61,15.89,47.62,28.9,8.35,7.47,-6.3557190457204,5.50244476621904,3.49205821992747,0.653052573564566,1,1,1,1,0
"0205300397000100X","0205300397","PBA",350,41.43,155,12.41,51.72,13.79,15.86,47.62,28.9,8.35,7.47,-5.93751306977488,4.69756040273545,3.47816408907895,3.6204318113404,1,1,1,1,1
"0205300397000135X","0205300397","PBA",350,72.57,155,47.2,23.2,7.6,15.2,47.62,28.9,8.35,7.47,-0.0708252056036756,-1.17336083679194,3.17249321041156,0.0744709075117487,1,0,0,1,0
"0205300400000424X","0205300400","PBA",350,71.43,75,44.44,26.75,12.35,7.82,52.73,24.86,8.79,6.16,-1.8390622784124,0.431903231177949,-0.49140453895852,3.39578201089173,1,0,0,0,1
"0205300400000483X","0205300400","PBA",350,54.86,75,73.4,0.53,9.57,5.85,52.73,24.86,8.79,6.16,4.58545443845408,-5.55989715056058,-1.48941169540005,1.87069735979657,1,1,1,0,0
"020530397A000173X","020530397A","PBA",350,74.57,66,42.08,30.12,5.02,11.97,40.37,37,6.36,7.36,0.428284680392395,-1.49408704919132,3.01469202340347,-1.26007651024546,1,0,0,1,0
"020530397C000344X","020530397C","PBA",350,73.43,92,48.43,28.74,6.3,5.51,37.09,43.23,4.84,6.32,2.83678395334824,-3.51081495077531,,-0.0112471200144358,1,0,1,0,0
"0205500411000015X","0205500411","PBA",350,74.57,49,53.73,24.31,2.35,7.06,36.05,33.96,12.73,1.97,3.12439569247269,-1.86167842262461,-2.36800075440948,,1,1,0,0,0
"0205500411000024X","0205500411","PBA",350,75.43,49,46.77,18.25,1.9,14.83,36.05,33.96,12.73,1.97,1.89442996738163,-3.0307738880241,0.877037316447955,,1,0,1,0,0
"0205500411000033X","0205500411","PBA",350,75.71,49,37.55,41.9,1.58,5.53,36.05,33.96,12.73,1.97,0.265078820062728,1.53178514773465,-3.00698508496442,,1,0,0,1,0
"0206000444000180X","0206000444","PBA",350,68,200,29.55,45.45,3.64,10.45,47.98,29.99,7.27,3.95,-3.42321122988901,3.35753270777128,1.65929958039634,-0.242748330581997,1,1,1,0,0
"0206100626000081X","0206100626","PBA",350,76.86,146,44.4,25.37,8.21,14.93,44.5,29.67,8.5,8.34,-0.0242761813267202,-1.03229548153031,3.41784161250727,-0.0768092002887854,1,0,0,1,0
"0206100626000143X","0206100626","PBA",350,74.86,146,38.93,27.86,14.12,9.54,44.5,29.67,8.5,8.34,-1.35218329989829,-0.43452437710927,0.552807974651252,3.41505521283987,1,0,0,0,1
"0206100628000403X","0206100628","PBA",350,75.14,146,46.36,32.18,6.9,8.05,54.2,21.77,9.85,7.07,-1.98080819193534,3.19999623538884,-0.909632869871539,-0.0983072272365393,1,0,1,0,0
"0206100630000830X","0206100630","PBA",350,73.14,101,62.15,19.92,5.18,5.98,47.63,26.74,9.66,8.43,3.51043079972344,-1.8353428169149,-1.63586614886037,-1.45573033561977,1,1,0,0,0
"0206100630000906X","0206100630","PBA",350,73.43,101,40.08,25.79,16.27,10.32,47.63,26.74,9.66,8.43,-1.82532730977355,-0.255656257488146,0.293389037567349,3.51166948654123,1,0,0,0,1
"0206100633001500X","0206100633","PBA",350,59.14,160,35.27,42.03,8.21,0.97,35.98,36.77,8.76,8.82,-0.128726980453745,0.888238836735168,-3.41703912083898,-0.211859790178655,1,0,0,1,0
"0206100633001520X","0206100633","PBA",350,69.71,160,39.32,9.4,34.19,8.55,35.98,36.77,8.76,8.82,0.605560724951425,-4.62188155160486,-0.0921153036426422,8.81128340464341,1,0,1,0,1
"0206100633001527X","0206100633","PBA",350,49.14,160,5.23,47.09,15.12,16.28,35.98,36.77,8.76,8.82,-5.57514739289111,1.74270433367052,3.29860515901273,2.18806012807464,1,1,0,1,0
"0206100633001535X","0206100633","PBA",350,43.71,160,60.67,6.67,8,14,35.98,36.77,8.76,8.82,4.47643541887745,-5.08288763987235,2.29849614803546,-0.284795127781143,1,1,1,0,0
"0206100634001595X","0206100634","PBA",350,74.29,85,7.81,37.11,12.11,7.42,36.32,37.79,8.14,8.51,-5.34610231589673,-0.143027733724038,-0.353906035616336,1.97157568988212,1,1,0,0,0
"0206100635001663X","0206100635","PBA",350,68.57,289,29.66,52.97,9.75,0.42,17.93,57.34,5.47,8.89,3.60764387853711,-0.808123366472075,-2.93905654574541,0.419006912076669,1,1,0,0,0
"0206100635001700X","0206100635","PBA",350,63.71,289,22.42,44.84,10.76,12.11,17.93,57.34,5.47,8.89,1.38093103279042,-2.31156569357,3.86442286410881,0.911096425096944,1,0,0,1,0
"0206100635001784X","0206100635","PBA",350,72.57,289,20.47,51.97,8.27,11.02,17.93,57.34,5.47,8.89,0.781194838148699,-0.993048621957675,3.23005224334396,-0.302074750566902,1,0,0,1,0
"0206100635001802X","0206100635","PBA",350,70.29,289,15.29,52.48,8.68,10.74,17.93,57.34,5.47,8.89,-0.811950540438019,-0.898736741660019,3.06709465268877,-0.102315641321048,1,0,0,1,0
"0206100635001840X","0206100635","PBA",350,93.43,289,9.2,4.6,6.44,3.07,17.93,57.34,5.47,8.89,-2.68497280985754,-9.75295797431056,-1.39677934847306,-1.19368248207888,1,0,1,0,0
"0206100635001891X","0206100635","PBA",350,72.29,289,16.21,54.55,16.6,5.93,17.93,57.34,5.47,8.89,-0.528998079376285,-0.515941462804826,0.267716041790671,3.75644568850131,1,0,0,0,1
"0206100635001907X","0206100635","PBA",350,71.71,289,28.29,52.99,6.77,3.59,17.93,57.34,5.47,8.89,3.18629075717344,-0.804424861362362,-1.09414382297057,-1.03290076000295,1,1,0,0,0
"020610629A000614X","020610629A","PBA",350,47.43,150,37.5,8.75,15,15,22.92,49.9,6.71,9.78,4.26980261775178,-7.43999863122113,4.42809654374351,2.53436814596171,1,1,1,1,0
"020610631A001008X","020610631A","PBA",350,70.57,118,2.83,56.68,10.53,6.48,24.09,50.92,6.43,8,-4.57600247992109,1.40055858929137,0.0228779187060653,1.31554039235714,1,1,0,0,0
"020610631A001064X","020610631A","PBA",350,69.71,118,3.36,48.32,10.5,7.14,24.09,50.92,6.43,8,-4.4619252779287,-0.632196585444022,0.324866445626122,1.29994109916713,1,1,0,0,0
"020610631A001079X","020610631A","PBA",350,82.29,118,16.67,46.45,8.16,19.86,24.09,50.92,6.43,8,-1.59708082789344,-1.08689182189799,6.14500896444905,0.0831962303466965,1,0,0,1,0
"020610632A001350X","020610632A","PBA",350,52.86,34,7.22,56.67,11.11,13.33,32.87,40.09,8.06,9.89,-4.65328368646919,3.73471585671217,2.65741299682771,0.613078083035689,1,1,1,0,0
"020610635A001934X","020610635A","PBA",350,66.29,270,12.07,72.41,5.17,2.59,19.56,55.02,5.53,8.86,-2.19721318176291,3.75864489200204,-1.69764399970175,-1.92689705539807,1,0,1,0,0
"020610635A002032X","020610635A","PBA",350,73.71,270,18.22,47.29,8.53,12.4,19.56,55.02,5.53,8.86,-0.39309287898028,-1.6707489945472,3.96694363195612,-0.172324126905518,1,0,0,1,0
"020610635A002111X","020610635A","PBA",350,70.86,270,29.84,41.53,9.27,6.45,19.56,55.02,5.53,8.86,3.01566775814722,-2.91570555452027,0.531235537321635,0.214099672822008,1,1,0,0,0
"020610635A002149X","020610635A","PBA",350,69.14,270,27.73,40.34,8.82,9.24,19.56,55.02,5.53,8.86,2.39669315020066,-3.17291012159804,2.14226504724268,-0.0208877729582442,1,0,1,0,0
"020610635A002157X","020610635A","PBA",350,74.29,270,11.54,69.23,8.46,3.08,19.56,55.02,5.53,8.86,-2.35269021598645,3.0713251245169,-1.41470333308479,-0.208877729582446,1,0,1,0,0
"020610635A002161X","020610635A","PBA",350,68.86,270,28.63,44.44,8.55,11.54,19.56,55.02,5.53,8.86,2.66071075548592,-2.28674312578387,3.47035389054677,-0.161880240426395,1,0,0,1,0
"020610635B002213X","020610635B","PBA",350,70.57,309,4.49,59.18,7.76,7.76,20.09,55.04,6.63,8.87,-4.40448007974977,0.882783680954684,,-0.554086265533461,1,1,0,0,0
"020610635B002218X","020610635B","PBA",350,72,309,19.76,50.81,16.53,6.85,20.09,55.04,6.63,8.87,-0.0931716939947062,-0.901974630540655,,3.82369440899668,1,0,0,0,1
"020610635B002227X","020610635B","PBA",350,74,309,31.5,45.28,8.66,7.48,20.09,55.04,6.63,8.87,3.22148190448365,-2.08115186621201,,-0.104827131317141,1,1,0,0,0
"020610635B002298X","020610635B","PBA",350,74.86,309,31.5,52.76,6.69,3.94,20.09,55.04,6.63,8.87,3.22148190448365,-0.486170722844609,,-1.08820545843509,1,1,0,0,0
"020610635B002408X","020610635B","PBA",350,72,309,8.73,58.33,11.9,5.56,20.09,55.04,6.63,8.87,-3.20736498115112,0.701535823753843,,1.51250575186161,1,1,0,0,0
"020610635C002518X","020610635C","PBA",350,71.71,162,17.96,50.61,15.51,5.71,16.77,57.24,5.48,9.3,0.391059347829775,-1.55445981675967,0.144741888257198,3.01629863442537,1,0,0,0,1
"020610635C002555X","020610635C","PBA",350,71.71,162,26.1,53.82,8.43,3.61,16.77,57.24,5.48,9.3,3.06603673550571,-0.801848050274216,-1.17681448278678,-0.422573238639304,1,1,0,0,0
"020610635C002608X","020610635C","PBA",350,75.71,162,13.21,58.49,15.85,2.26,16.77,57.24,5.48,9.3,-1.16989183048235,0.293073117790284,-2.02638643560077,3.18144219895108,1,0,0,0,1
"020610635E002891X","020610635E","PBA",350,92.86,131,11.18,43.48,5.28,4.66,14.59,60.04,5,8.04,-1.11733752287203,-3.62973196918749,-0.238322490009359,-1.39240961300648,1,0,1,0,0
"020610635E002922X","020610635E","PBA",350,72.86,131,14.96,58.27,15.75,3.54,14.59,60.04,5,8.04,0.121236036206056,-0.387960482213879,-1.02338481004019,3.88966598415941,1,0,0,0,1
"0206200262000258X","0206200262","PBA",350,69.14,167,25,50,14.58,2.92,28.62,49.97,5.4,7.08,-0.826850559477308,0.00603446110801156,-1.59421725681129,4.32436999531659,1,0,0,0,1
"0206200262000275X","0206200262","PBA",350,74,167,25.87,45.17,12.74,5.79,28.62,49.97,5.4,7.08,-0.62813233109464,-0.965513777281812,0.250703520224355,3.26345788979892,1,0,0,0,1
"0206200262000308X","0206200262","PBA",350,68,167,43.28,37.39,8.4,3.78,28.62,49.97,5.4,7.08,3.34851635412633,-2.53045069129275,-1.04138385323963,0.76108911917572,1,1,0,0,0
"0206200264000472X","0206200264","PBA",350,75.14,22,37.5,41.8,5.86,7.81,45.87,32.5,7.54,7.34,-1.88980627543763,3.17501074274221,0.131747120921458,-0.967014556720362,1,0,1,0,0
"0206200265000548X","0206200265","PBA",183,73.22,70,34.38,37.5,7.03,14.06,38.65,39.74,7.12,7.28,-0.866618658561163,-0.439288611622272,3.39784067720554,-0.137022679741635,1,0,0,1,0
"0206200273000651X","0206200273","PBA",350,67.43,158,35.17,37.29,12.29,6.36,32.49,44.74,5.93,7.11,0.537610934550976,-1.48395839234211,0.245543779646156,3.07579380770696,1,0,0,0,1
"0206200273000707X","0206200273","PBA",350,73.43,158,23.35,60.7,4.67,5.45,32.49,44.74,5.93,7.11,-1.83349400813281,3.17905717339329,-0.274095381930592,-1.44882951559942,1,0,1,0,0
"0206200273000708X","0206200273","PBA",350,68,158,49.36,28.94,5.11,10.21,32.49,44.74,5.93,7.11,3.38414047234141,-3.14718692604097,2.44401715554778,-1.18756517672084,1,1,1,0,0
"0206200273000735X","0206200273","PBA",350,72.86,158,32.14,40.48,5.95,12.7,32.49,44.74,5.93,7.11,-0.0702103832435979,-0.848545335755352,3.86588694931273,-0.688787802498085,1,0,0,1,0
"0206200273000750X","0206200273","PBA",350,67.71,158,39.24,36.71,7.17,11.39,32.49,44.74,5.93,7.11,1.35405739112653,-1.59948803899424,3.11783496946049,0.0356269553016249,1,0,0,1,0
"0206200276001034X","0206200276","PBA",350,70.29,86,38.84,32.23,7.85,9.09,50.75,28.92,7.88,6.47,-3.01914098851849,1.00659451951805,0.678768584793937,0.919876080247583,1,1,0,0,0
"0206200276001083X","0206200276","PBA",230,75.22,86,57.74,28.57,7.14,2.38,50.75,28.92,7.88,6.47,1.7719391695839,-0.106437486958103,-3.08531174906335,0.446606502728899,1,0,0,1,0
"0206300495000262X","0206300495","PBA",350,76,72,62.07,22.61,4.6,5.75,52.07,27.76,6.48,6.74,3.05981459525644,-1.6287389423718,-0.420720712575721,-1.24181741797658,1,1,0,0,0
"0206300496000380X","0206300496","PBA",350,72.86,83,32.55,42.75,9.8,7.84,45.01,32.47,6.76,7.95,-3.06099595473333,2.62716148841618,0.678221108194955,1.00367756300451,1,1,0,0,0
"0206300497000614X","0206300497","PBA",350,77.14,38,62.79,20.54,6.59,4.65,50.78,26.81,8.09,7.15,3.19961010242872,-1.93097453875136,-1.90534387996692,-0.302979970487395,1,1,0,0,0
"0206300504001091X","0206300504","PBA",350,76.29,99,32.7,37.64,11.03,7.6,48.14,29.79,6.57,7.53,-3.6928382088658,1.99171710725091,0.576294223042685,1.93047016316973,1,1,0,0,0
"0206300504001115X","0206300504","PBA",350,76.29,99,44.74,26.32,13.16,8.65,48.14,29.79,6.57,7.53,-0.813189761019671,-0.880415077982251,1.16377862517358,3.10529914818444,1,0,0,0,1
"020630496D000556X","020630496D","PBA",350,74.57,47,41.31,28.96,13.13,8.49,38.3,38.01,6.42,7.72,0.691405712018574,-2.19312843832588,1.38087512961669,3.0716035384389,1,0,0,0,1
"020630497D000685X","020630497D","PBA",350,80,28,7.53,46.24,7.53,5.73,42.01,32.74,7.47,7.64,-4.49136826647102,2.97755090328973,-1.15732511841532,-0.0595195612201699,1,1,0,0,0
"020630504A001212X","020630504A","PBA",350,77.43,76,40,34.72,6.79,6.79,51.1,27.79,6.85,6.65,-3.13528118527357,2.01440275128878,-0.0372814394801434,0.0904677692868892,1,1,0,0,0
"020630508C001425X","020630508C","PBA",111,70.27,20,19.48,42.86,11.69,14.29,34.57,40.67,6.45,7.57,-2.94405346912579,0.716876247419974,3.38952957785688,1.99674984467121,1,0,0,1,0
"020630508D001449X","020630508D","PBA",350,40.29,30,59.29,6.43,15.71,7.14,34.73,40.37,6.83,7.56,4.15799711700148,-4.33882605585523,0.144242566331715,4.0067016115496,1,1,1,0,1
"0206600549000024X","0206600549","PBA",350,42.57,25,3.4,72.11,4.08,8.84,47.98,38.5,3.91,2.71,-4.311535326003,3.98319234661615,,1.44302493498898,1,1,1,0,0
"0207000583000100X","0207000583","PBA",350,71.43,177,8,68,7.2,7.2,25.53,50.83,6.91,7.82,-4.51188318454223,3.4836648686091,0.154237666061771,-0.346458952390764,1,1,1,0,0
"0207000583000161X","0207000583","PBA",350,72.29,177,21.34,49.01,6.72,15.02,25.53,50.83,6.91,7.82,-1.07842501672743,-0.369264418221815,4.31333610952056,-0.614685238112646,1,0,0,1,0
"0207000585000602X","0207000585","PBA",350,73.71,33,61.48,16.34,6.61,8.56,50.17,26.54,9.24,7.2,2.96116501963516,-3.2178286994899,-0.337845585315983,-0.356752195842106,1,0,1,0,0
"0207000587000769X","0207000587","PBA",350,75.71,272,32.83,35.85,7.17,14.34,33.2,44.02,7.42,7.03,-0.0537957601260142,-1.15458146672113,3.61190359874608,0.0802901428795637,1,0,0,1,0
"0207000587000794X","0207000587","PBA",350,54.57,272,10.58,58.73,6.88,12.17,33.2,44.02,7.42,7.03,-3.28881106500115,2.07881191866191,2.47926908873466,-0.0860251530852472,1,1,0,0,0
"0207000587000838X","0207000587","PBA",350,69.14,272,37.55,37.55,3.8,13.92,33.2,44.02,7.42,7.03,0.632463666346374,-0.914338077072914,3.39268401616322,-1.85240829643565,1,0,0,1,0
"0207000587000839X","0207000587","PBA",350,75.14,272,30,40.38,7.69,14.23,33.2,44.02,7.42,7.03,-0.465260628116874,-0.514403493129119,3.55448894616485,0.378510673575087,1,0,0,1,0
"0207000588000984X","0207000588","PBA",158,73.42,35,53.45,16.38,6.03,12.07,46.31,30.27,9.17,7.17,1.82855591417489,-3.14705881869508,1.21567667238928,-0.594650054226356,1,0,1,0,0
"0207000589000995X","0207000589","PBA",350,74.86,63,5.34,39.69,8.02,9.54,38.59,36.46,8.58,7.77,-5.40534131936627,0.679870831672519,0.537238492266315,0.142553071502319,1,1,0,0,0
"0207000589001028X","0207000589","PBA",350,70.29,63,41.74,28.1,8.68,14.46,38.59,36.46,8.58,7.77,0.512084967097857,-1.75966568197593,3.29058576513118,0.518893180268443,1,0,0,1,0
